wordAR,wordDV,wordEN,meanAR,meanDV,meanEN
,އަނބިހި,gamboge tree,,,
,ކުޅިވަރު,game,,,
,ކޮއަޑިޖެހުން,game for men and women,,,
,ދިޔޯގެ ކުޅި (ދިއޯގެ ކުޅު),Game of the Goddess,,,
,ފަންލުން,game played by chasing and trying to touch a group of people in a circle,,,
,ފަން,game played by chasing and trying to touch a group of people in a circle,,,
,ބައި ބަލަ,game played by chasing and trying to touch a group of people in a circle,,,
,ތެލަބަގުޑި,game played by two teams where a circle is drawn on the ground and one group chases the other out of the circle,,,
,ބައިގަންޑު,gang,,,
,ދިފަތް,gangway,,,
,ހުރަގެ,gaol,,,
,ޖަލު,gaol,,,
,ހިމްމި,gap,,,
,ފޭރާން (ވަކި ތަފާތު ގޮތަކަހް ހުންނަ),garb,,,
,ހެދުންލުން,garb,,,
,ކުނިބުނި,garbage,,,
,ބަގީޗާ,garden,,,
,ގަސް ހެދްދުން (ބަގީޗާ ހެދްދުން),garden,,,
,ދެތަންޑި މާ ގަސް,garden balsam,,,
,ރަތްބަގީޗާ,garden croton,,,
,ތޮޅި,garfish,,,
,މާއްދާ (ޤާނޫނުގެ),garland,,,
,ކަރަންކާ,garland flower,,,
,ލޮނުމެދު,garlic,,,
,ގޭސް,gas,,,
,ބޮޑު ދޮރާޝި,gate,,,
,އެއްކުރަން (ޖަމާކުރުން),gather,,,
,އެއްވުން (މީހުން),gather,,,
,ވަޒަންކުރުން,gauge,,,
,ވަކަރުޖެހުން,gauge,,,
,ހޯނު,gecko,,,
,ޖަވާހިރު,gem,,,
,ޖެނެރަލް (އަސްކަރީ),general,,,
,އާމްމުކޮއް,generally,,,
,ޖެއެލުތައް,generations,,,
,ދީލަތި,generous,,,
,ވިރާސީ,genetic,,,
,ޖިންނި,genie,,,
,ހަނުކިސައްއަރަ,genie,,,
,މަޑުމައިތިރި,gentle,,,
,އިޒްޒައިތއެރިޔާ,gentleman,,,
,ގަސްފެޅުން,germinate,,,
,ލިބުން (ލިބިގަތުން),get,,,
,ހޯދުން (ލިބިގަތުން),get,,,
,އެހިބަލަ,,,އެޅިބަލަ,
,އެހިޏްދޭ,,,އެޅިބަލަ,
,ވަނުން (އެއްޗެގެ/ކަމެގެ ތެރެ-އަށް),get in,,,
,ފޭބުން (އަރާހުރި އެއްޗެގެ މަތިން),get off,,,
,ތައްޔާރުވުން,get ready,,,
,ކޮޅައް ތެދުވުން,get up,,,
,ފުރޭތަ,ghost,,,
,ދެވި,ghost,,,
,ގާހަކަ,giant clam,,,
,ކުދި ރުވާލި,giant hop bush,,,
,އިފްރީތު,giant jinni,,,
,ބޯއެބުރުން,giddiness,,,
,ބޯއެބުރުން,giddy,,,
,ހަދިޔާ,gift,,,
,ވެދުން,gift,,,
,ރަކިހިނި,giggle,,,
,ކަރުތާފަތް,gill,,,
,އިންގުރު,ginger,,,
,ޒަންޖަބީލް,ginger beer,,,
,އަންހެން ކުޖްޖާ,girl,,,
,ޒަރާފާ,giraffe,,,
,މަންޖެ,girl,,,
,ބޮއަވަޑުވަންލުން,girls,,,
,ދިނުން,give,,,
,ބޮއަގަދިނުން,give a waqf,,,
,ހަވަރަށް ދެވުން,give to the havaru,,,
,ކުރަންޑި,gizzard,,,
,ލޭސިއަރް,glacier,,,
,އުފާ,glad,,,
,ބަލާލުން,glance,,,
,ގޮއް (ހަޝިގަންޑުގެ ނިޒައަމެގެ ބައެއް),gland,,,
,ކަޅިއެޅުން,glare,,,
,ބިލްލޫރި,glass,,,
,ބިލްލޫރި ތަށި,glass,,,
,ކުރިކީލަ,glass,,,
,ހޯއަރަ އެޅުން,glide,,,
,ދުނިޔެ,globe,,,
,ޑުންގެތި,glory bower,,,
,އޮފު,gloss,,,
,އިސްތިލާހު,glossary,,,
,އަންގި,gloves,,,
,ރެދަންލުން,glow,,,
,ހިޕްޕްއުން (ތައިކުރުން),glue,,,
,ތެރަސް,glue,,,
,ދިއުން,go,,,
,ގޮސް,go,,,
,ބަކަރި,goat,,,
,ބޮޑު ވެލި ވެޔޮ,goat's foot creeper,,,
,ކޭލަ,goatfish,,,
,ފްއޫލީ ތަޝި,goblet,,,
,ކަލާންގެ (އިލާހު),God,,,
,އިލާހު,God,,,
,ދިޔޯ,Goddess,,,
,ރަން,gold,,,
,ރަތުރަން,gold,,,
,ބިރާގަން,gold coin,,,
,މޮހޮރީ,gold coin,,,
,އަސްރަފީ,gold coin,,,
,ފައުނު,gold coin,,,
,ތިލޭރު,goldsmith,,,
,ކަސަބު,gold covered thread,,,
,ހަނދުވަރީމާ,golden dewdrop,,,
,ތުރަވަސް,golden flower emblem on royal headscarf,,,
,ރަންދި,golden girl,,,
,އަންމަލްތާޝް,golden shower tree,,,
,ކޮލި,gong beating for official reason,,,
,ރަންގަޅު,good,,,
,ހޭޔޮނަސީބް,good luck!,,,
,ދަނީ,goodbye,,,
,ވަކިވެލަނީ,goodbye,,,
,ރޭރު,goose,,,
,ގޮބުފުނާގަޑު,gooseneck,,,
,ގޮރިއްލާ,gorilla,,,
,ރާނބަ,gossip,,,
,ރަންބަތއެޅުން,gossip,,,
,ވެރިކަންކުރުން,govern,,,
,ސަރުކާރު,government,,,
,ކޮލި,government announcement,,,
,ސަނަދު,government service training certificate,,,
,ޖަހައިގަތުން,grab,,,
,ތިލަ މިޔަރު,graceful shark,,,
,އަލަ ތަޑު,gracile lizardfish,,,
,ދަރަޖަކުރުން,grade,,,
,ދަރަޖަ,grade,,,
,ލަސް ލަހުން,gradual,,,
,އޮއްޓަރު,grain,,,
,ބަހުގެ ގަވާއިދްއު,grammar,,,
,މަހާ,grand,,,
,ބޮޑު,grand,,,
,ކާފަ ދަރިފުޅު,grandchild,,,
,މާމަ ދަރިފުޅު,grandchild,,,
,ކާފަ,grandfather,,,
,މާމަ,grandmother,,,
,މޭބިސް ކަދުރު,grape,,,
,މޭބިސްކަދުރު ވިނަ,grape vine,,,
,ބަންބުޅަ ބޮސް,grapefruit,,,
,ވިނަ,grass,,,
,ޝުކުރުވެރި,grateful,,,
,ފަސްދާނު,grave,,,
,މަހާނަ,grave,,,
,ހަރިމްމަ,grave site,,,
,ދިޔަ,gravy,,,
,ރިހަ,gravy,,,
,ތޭއޮކަރުދާސް,greaseproof paper,,,
,ބޮޑު,great,,,
,ބޮޑު ގާދޫނި,great crested tern,,,
,މާހޯރަ,great frigatebird,,,
,ހޫރު ކާފަ,great great grandfather,,,
,މަހާރަދުން,great king,,,
,އަހި,great morinda,,,
,ފެމުނު,great white shark,,,
,ބޮދު އީދު,greater eid festival,,,
,ދަހިވެތިކަން,greed,,,
,ދަހި,greedy,,,
,ފެހިކުލައިގެ,green,,,
,ފެހިކުލަ,green,,,
,ރޮއަމިރުސް,green chilli,,,
,ފެހިއޮއް,green peas,,,
,ފީރޮއަޒު,green precious stone,,,
,ޗޮންޗޮން އިލްއޮޅި,green shank,,,
,ވެލާ,green turtle,,,
,މަރުހަބާ,greeting,,,
,އަޅިކުލަ,grey,,,
,ނުރަ,grey hair,,,
,މާކަނާ,grey stork,,,
,ހިތާމަ,grief,,,
,ހިތާމަކުރުން,grieve,,,
,ފިހުން,grill,,,
,މުގުރުން ހިމުންކުރުން,grind,,,
,ފުނޑުން,grind,,,
,ދައި,grindstone,,,
,ބަގުޑިބެދްދުން,grip,,,
,ބިމްމަތި,ground,,,
,އޮއަކިދް,ground orchid,,,
,ބަޔަކު މީހުން,group of people,,,
,ފާނަ,grouper fish,,,
,ހެދުން (ގަސް-ގަހާގެހި ފަދަ ތަކެތި),grow,,,
,ގާޑުކުރުން,guard,,,
,ގާޑު,guard,,,
,ވަލީ ވެރިޔާ,guardian,,,
,ފޭރު,guava,,,
,ލަފާ,guess,,,
,ލަފާކުރުން,guess,,,
,މެހުމާނު,guest,,,
,އުނި ގަސް,guettarda speciosa,,,
,މަގުދެކުކުން,guide,,,
,މަގު ދައްކައަ މީހާ,guide,,,
,އޮނުހުއި,guinea grass,,,
,ކަންޑު އޮޅި,gulf,,,
,ކަނިފުޅު ދޫނި,gull-billed tern,,,
,ތެރަސް,gum,,,
,ހިރުގަނޑު,gum,,,
,ބަޑި,gun,,,
,ހަފްއޮޅު,gunwales,,,
,އާދަ,habit,,,
,އިސްތަށި,hair,,,
,ބޯކޮޝާ މީހާ,hairdresser,,,
,ދެބައި ކުޅަ އެއް ބައި,half,,,
,އެކުކިބަ,half section,,,
,މުހް,half-arm span,,,
,ހަރުގެ (އާމްމު ބަދްދަލުވުން ބާއްވާ ގެ),hall,,,
,މަސްތުވުން,hallucinate,,,
,ހުއްޓުން,halt,,,
,ހަންޖާ,halyard,,,
,މަރުތޭއޮ,hammer,,,
,ކާލިގަނޑު މިޔަރު,hammerhead shark,,,
,އައިތިލަ އިގިލިތަކާ އެކު,hand,,,
,އައިދަބަސް,handbag,,,
,ބިޑި (ކުއްވެރީންގެ އަތުގައި އަޅާ),handcuff,,,
,އައިތެރިމަސައްކައި,handicraft,,,
,ކުދަރުމާ,handkerchief,,,
,އައިގަނޑު,handle,,,
,މުގަޑު,handle,,,
,ބޮމަޝި,handle of fish-tooth knife,,,
,ސަމަޓްތަރުހޭއޮ,handsome,,,
,ރީތި,handsome,,,
,އެލުވުން,hang,,,
,ދަނޖެހުން,hang,,,
,ވައިވެގެން އުޅުން,hang out,,,
,ކަމެއްވުން,happen,,,
,އުފާވެރިކަން,happiness,,,
,އުފާ,happy,,,
,ބަނދަރު,harbour,,,
,އުނދަގޫ,hard,,,
,ދަތި (އުދަގޫ),hard,,,
,ހަރު (މަޑުގެ އިދިކޮޅު),hard,,,
,އާނު,hardpan,,,
,މުސަޅު,hare,,,
,އަނިޔާ,harm,,,
,ގެއްލުމެއް,harm,,,
,އަނިޔާކުރުން,harm,,,
,ގޮވާން ކެންޑުން,harvest,,,
,ގޮވާން,harvest,,,
,ތޮފި,hat,,,
,ކޮއަޑި,hat,,,
,ނަފްރަތް,hate,,,
,ނަފްރަތް ކުރުން,hate,,,
,ކަހަބު,hawksbill turtle,,,
,ހިކިހުއި,hay,,,
,އެމްމުލި ވިނަ,hay root,,,
,އޭނަ (ފިރިހެން),he,,,
,ބޯ,head,,,
,ބޮނޑި ކޮޕީ,head cabbage,,,
,ސަހިބު-އަލް-ދައުލަތް,Head of Government,,,
,ބޮލުގައި ރިހުން,headache,,,
,ފަގުޑި,headcloth,,,
,ދަނދަޑަހެލުން,head crewman,,,
,ކަމުވޮޝި މީހުން,headmen,,,
,ފަސޭހަވުން (ބަލިމަޑުކަމަކުން ނުވަތަ ޒަޚާމަކުން),heal,,,
,ދުޅަހެއު,health,,,
,ސިއްހަތު,health,,,
,ފާމްލަދޭރި,Health Minister,,,
,ސިއްހަތު ރަނގަޅު,healthy,,,
,ދުޅަހޭއޮ,healthy,,,
,ފުނިޖެހުން,heap,,,
,ފުނި,heap,,,
,އިވުން (އަޑު),hear,,,
,ހިތް,heart,,,
,ބޭކެންބި ވެޔޮ,heart-leafed moon seed,,,
,ފެންފެހަދަ,heart-leafed moon seed,,,
,ހޫނު,heat,,,
,ހޫނުކުރުން,heat,,,
,ސުވަރުގެ,heaven,,,
,ބުރަ,heavy,,,
,ބަރު,heavy,,,
,ނޫ ލަންޑާ,heavybeak parrotfish,,,
,ވަލު ކަޝި ކޮލި,hedgehog,,,
,އަޅައަލުން,heed,,,
,ފުންނާބު,heel,,,
,ދިގުމިން,height,,,
,އުސްމިން,height,,,
,ހެލިކޮޕްޓަރު,helicopter,,,
,ނަރަކަ,hell,,,
,ހެލްލްއޮ,hello,,,
,އެއްއީވުން,help,,,
,އެއްއީ,help,,,
,އެއްއީތއެރި,helpful,,,
,ކުކުޅު,hen,,,
,ބަނގުފިލާ,henbane,,,
,ހީނާ,henna,,,
,މިތާ,here,,,
,ކައްއަރުވައް ގަސް,heritiera littoralis,,,
,ބަރަވެލި,hermit crab,,,
,ބަތަލު,hero,,,
,ފަސްޖެހުން (ކަމަކާމެދު ޖެހިލުންވުން),hesitate,,,
,ސައިމާ,hibiscus,,,
,އުކުނޑި,hiccup,,,
,ފިލުން,hide,,,
,ފޮރުވުން,hide,,,
,ފޮރުވާ ފޮރުވުން,hide,,,
,ފިލާފިލުން,hide,,,
,އުސް,high,,,
,ރަސްކަމުގެ ބޮޑުން އާއި ސާހިބުން,high officials and nobles of the realm,,,
,ފަރުބަދަ,hill,,,
,ދުވެދާރު,Himalayan cedar,,,
,ހިންދީން,Hindus,,,
,ހުޅު (ދޮރު ފަދަ ތަކެތީގެ),hinge,,,
,އުރު,hip,,,
,ކަނޑުގެރި,hippopotamus,,,
,ކުއްޔައްހިފުން,hire,,,
,ޖަލާލަތުލް,His Royal Highness,,,
,މުއަރްރިޚްއު,historian,,,
,ތާރީޚް,history,,,
,ޖެހުން,hit,,,
,ހަތާ (ކުޅަދުރު),hive,,,
,އަންބުޅަ,hog plum,,,
,ވައި,hold,,,
,ހިފެހެއްޓުން,hold,,,
,ލޯވަޅު,hole,,,
,ހޮރު (ދިރޭ އެހްޗެތި ކޮނެފައި ހުންނަ),hole,,,
,ހުއްޓެއެ,holiday,,,
,ކީރިތި,holy,,,
,ގެ (ދިރިއުޅެ ތަން/އުފަންވެފައިވާ ތަން),home,,,
,ހަންދޭގިރި,Home Minister,,,
,އަމިއްލަ ވަޒަން,homeland,,,
,ތެދުވެރި,honest,,,
,މާމުއި,honey,,,
,މާމުއި ކުޅަންދުރު,honey-bee,,,
,އިޒްޒައި,honour,,,
,ޝަރަފު,honour,,,
,އަބުރު,honour,,,
,ޝަރަފުވެރި ކުރުން,honour,,,
,ބުޅި އެޅުވުން,hook,,,
,ބުޅި,hook,,,
,ސާބަސް,hooray,,,
,އުމްމީދު,hope,,,
,އުމްމީދުކުރުން,hope,,,
,އުދަރެސް,horizon,,,
,ދަޅު (ދިރޭ ތަކެތީގެ ބޮލުން ފަޅައިފައި ހުންނަ),horn,,,
,އަސް,horse,,,
,މުޝިމަސް,horse mackerel,,,
,ހްއޮޅި,hose,,,
,ހަސްފަތާލު,hospital,,,
,ގޭމީހާ (ޕާޓީ ފަދަ ކަންކަމައް މީހުންނަށް ދައުވަތުދޭ މީހާ),host,,,
,ދަނާލު,hostel,,,
,ފަސާދަ,hostility,,,
,ހޫނު,hot,,,
,ކުޅި (މިރުހުގެ ރަހަ),hot,,,
,ހޮޓާ,hotel,,,
,ގަޑި (60 މިނިޓް/ދުވަހުގެ ގަޑިތައް),hour,,,
,ގެ (ދިރިއުޅެން ހަދާފައި ހުންނަ އިމާރާއި),house,,,
,ގެދޮރު ދިނުން,house,,,
,ގޯތި,house block,,,
,ކިހިނެތް,how,,,
,ކިހާ,how,,,
,ކިތައް,how many,,,
,ކިހާވަރެހް,how much,,,
,ނަމަވެސް,however,,,
,ބޮޑު,huge,,,
,އިންސާނުން,human,,,
,އިންސާނީ,human,,,
,އިންސާނިއްޔަތު,humanity,,,
,އާދަމުގެ ދަރިން,humankind,,,
,ސަމާސާ,humour,,,
,މާ ހުޅުނބު ލަނޑާ,humphead wrasse,,,
,ދޮނގު,humpnose big-eye bream,,,
,ސައްތަ,hundred,,,
,ސަތޭކަ,hundred,,,
,ސަތޭކަ ވަނަ,hundredth,,,
,ހަންދަރު,hundredweight,,,
,ހައިހޫނުކަން (ބަނޑު ހައިކަން),hunger,,,
,ބަނޑުހައިވެފައި,hungry,,,
,ބަނޑުހައި,hungry,,,
,ސިކާރަކުރުން (އެއްގަމު ކެ އޮޅުކަންކުރުން),hunt,,,
,ސިކާރަ,hunt,,,
,އަވަސް ކުރުން,hurry,,,
,ތަދުކުރުން,hurt,,,
,ހިއްދަތިކުރުން,hurt,,,
,ފިރިމީހާ,husband,,,
,ފިރި,husband,,,
,ހެއްއުން,husk,,,
,ޖިފުޓި,hut,,,
,ބަދަހަ,huts,,,
,ބިކުރު,hymen,,,
,ކުރިކިހަށް ފިލާ,hymenocallis caribaea,,,
,މަދަހަ,hymn,,,
,ނިފާގް,hypocrisy,,,
,އަހަރެން,I,,,
,މަ,i,,,
,އަޅުގަނޑު,I,,,
,ގަނޑުފެން,ice,,,
,އައިސް ކުރީމު,ice cream,,,
,ޚިޔާލު,idea,,,
,އެމްމެ,ideal,,,
,އެކަޝީގެންވާ,ideal,,,
,ކަމުދާ (އެއްމެ),ideal,,,
,ކޮސް,idiot,,,
,އޮޑިމޮއަ,idiot,,,
,އަޅުކަންކުރާ ބުދު,idol,,,
,ނަމަ,if,,,
,އަޅައިނުލުން,ignore,,,
,ކޮޝި,ignorant,,,
,ބަލި,ill,,,
,ފިތުނަ,ill feelings,,,
,ބަލި,illness,,,
,ޚިޔާލު,imagination,,,
,ޚިޔާލީ,imaginary,,,
,ޚިޔާލުކުރުން (ހިތައް ގެނައުން),imagine,,,
,ހަމަ މިވަގުތު,immediately,,,
,ހަމަ މިހާރު,immediately,,,
,ކެއްތެރިކަން (ކުޑަ/ހިއް އަވަސް),impatient,,,
,މުހިއްމު,importance,,,
,އެތެރެކުރުން (ބޭރު ކަރައިން),import,,,
,މައުމޫލު,import duty,,,
,މުހިއްމު,important,,,
,ބިޔަދޮވިކަން,impossible,,,
,ނުވުން,impossible,,,
,މުސްތަހީލު,impossible,,,
,މުކޮސް,impotency,,,
,ތަސައްވަރު,impression,,,
,ތަރައްގީ ކުރުން,improve,,,
,ރަނގަޅުކުރުން,improve,,,
,ރަނގަޅުވުން,improve,,,
,ކުރިއެރުން,improvement,,,
,ތަރައްގީ,improvement,,,
,އެތެރޭ ގައި,in,,,
,ތެރޭ ގައި,in,,,
,ގޮތަކުން,in any way,,,
,ހަމައެފަދައިން,in a similar manner or way,,,
,ވަގުތުގައި (ކަޑައެޅިފައިވާ ވަގުތު/ ލަސްނުވުން),in time,,,
,ހަރަކާތެއް ނެއި,inactive,,,
,ބިޔެދޮވި,inappropriate,,,
,ލާދަން,incense,,,
,މުޖުމަރާ,incense burner,,,
,އިންޗި,inch,,,
,ހިމެނުން,include,,,
,އާމްދަނީ,income,,,
,އިތުރުކުރުން,increase,,,
,މިނިވަން ދުވަސް,independence day,,,
,މިނިވަން,independent,,,
,ހިނދުކަރަ,India,,,
,މަލިކު ބޮޑުމާ,India pubescens,,,
,މިޔަރެން,Indian anchovy,,,
,ހިއްތަލަ,Indian arrowroot,,,
,ބެރެބެދި,Indian coral tree,,,
,ބޭސް ގޮއަނބިލި,Indian gooseberry,,,
,ގަންޖާ,Indian hemp,,,
,ތަކަރަލަ,Indian madder,,,
,ވަފްއުފުޅި,Indian nettle,,,
,ނަންނާރި,Indian sarsaparilla,,,
,ތަސްބީހަގަސް,Indian shot plant,,,
,ކެނާ,Indian shot plant,,,
,ބޮޑު މައްސާގު,Indian spinach,,,
,އެންގުން,indicate,,,
,ދައްކުވައިދިނުން,indicate,,,
,ކުދިހިތި,indigo plant,,,
,ވިހަފިލާ,indigo plant,,,
,ވަލު މުރަނގަ,indigo plant,,,
,އެކަހެރި ކޮއް (ވަކިވަކީން),individual,,,
,ވަކިވަކީން,individual,,,
,އެކަހެރި (ވަކިވަކި މީހުން ނުވަތަ އެއްޗެހި),individual,,,
,ކާރުޚާނާ,industry,,,
,ޅަ ކުޖްޖާ,infant,,,
,ކާފަރުން,infidels,,,
,ހުޅުހިފާ,inflammable,,,
,ހުޅުހިފާ ގޭސް,inflammable gas,,,
,ހުޅުހިފާ ދިޔާ ތަކެތި,inflammable liquid,,,
,ހުޅުހިފާ މާއްދާ,inflammable material,,,
,ރުކު އެއި,inflorescence,,,
,ނުފްއޫޒު,influence,,,
,ބާރުފޯރުވުން,influence,,,
,އަރިދަފުސް ރޮއަގާ,influenza,,,
,އެންގުން,inform,,,
,މައުލޫމާތު,information,,,
,ވާރުތަވުން,inherit,,,
,ހާނީއްކަ,injury,,,
,ޒަޚާމް,injury,,,
,ދެލި (ލިޔުމަށާ ޗާޕްއުކުރުމައް ބޭނުންކުރާ),ink,,,
,ޅިޔަން ފަހަރީން,in-laws,,,
,މެހުމާނުން ތިބޭ ގެ,inn,,,
,ކުށެއްނެތް,innocent,,,
,މައުސޫމް,innocent,,,
,އޮޅުންފިލުވުން,inquire,,,
,މޮޔަ,insane,,,
,ފަނިފަކުސަ,insect,,,
,އެތެރެ,inside,,,
,ކުރުނުކުރުން,insist,,,
,ގޮތެއްގައި,in some way,,,
,ހިނދު,instance,,,
,ފަހަރު,instance,,,
,ވަގުތުން,instant,,,
,މައުލޫމާތު (ކަމެއް ކުރާނެ ގޮތުގެ),instruction,,,
,އާލާއި,instrument,,,
,ފިކުރު,intellect,,,
,ވިސްނުންތުއުނު,intelligent,,,
,ކަމައް,intending to,,,
,ގަސްތުކުރުން,intend,,,
,މަގްސަދު,intention,,,
,ޝައުގުވެރިވުން,interest,,,
,ޝައުގު,interest,,,
,ސޫދު,interest,,,
,ޝައުގުވެރި,interested,,,
,ބައިނަލް އަގްވާމީ,international,,,
,ތަރުޖަމާނު,interpreter,,,
,މެދުކަނޑާލުން,interrupt,,,
,މެދުކެނޑުން,interrupt,,,
,ތައާރަފުކުރުން,introduce,,,
,ތައާރަފް,introduction,,,
,އުފެއްދުން,invent,,,
,އުފެއްދުމެއް,invention,,,
,އީޖާދު,invention,,,
,ކާޑު,inventory document of storage house,,,
,ތަހުގީގުކުރުން,investigate,,,
,ތަހްގީގު,investigation,,,
,ދައުވަތު,invitation,,,
,ދައުވަތުދިނުން,invite,,,
,މަޝްގޫލު,involved with,,,
,ކަޅުކަޅި,iris,,,
,ސޯސަން,iris,,,
,ދަގަނޑު,iron,,,
,އިސްތިރިކުރުން,iron,,,
,ކުރެދި,iron wood,,,
,އާދަޔާޚިލާފު,irregular,,,
,ނާދިރު,irregular,,,
,އިހާނައި,irreverence,,,
,ސައްޔިދް ބޭކަލުން,Islamic scholars who sailed in a ship with a black flag to punish people practising tantric rituals in the islands,,,
,ޖަޒީރާ,island,,,
,ރަށް,island,,,
,ހުރާ,island,,,
,ކަތީބް,island chief,,,
,އިސްބަހުލު,ispaghula,,,
,އެ,it,,,
,އުރާ,Italian millet,,,
,ހިރުވުން,itch,,,
,އެތުދައި,ivory,,,
,ރުވާ,ivory plant,,,
,ދުންކަރާސް,jack,,,
,ސައްކޭޔޮ,jack fruit,,,
,މަސް ކަނދު,jack in the box,,,
,ހިޔަޅު,jackal,,,
,މާގަނޑު (ފެންވަރާ),jackbean,,,
,މާނިފާ,jackbean,,,
,ޖެކެޓު,jacket,,,
,ޒުމުރަދު,jade,,,
,ޒަބަރްޖުދު,jade,,,
,ގޫޑު ހަކުރު,jaggery,,,
,ޖޭމު,jam,,,
,ޖޭމު ގަސް,Japanese cherry tree,,,
,ގުޅި,jar,,,
,ބޮޑުއުންގުރިޖެހި ފުޅި,jar,,,
,ކުދިމާ,jasmine,,,
,ހުވަނދުމާ,jasmine,,,
,ގުލޭނޫރަންމާ,jasmine,,,
,ޖަންބުރޮއަލު,Java apple,,,
,ފޮތިހުވަނދު,Java galangal,,,
,ކަބްބާބު,Java pepper,,,
,ދަނބު ގަސް,Java plum,,,
,ފޮނިތުޅާ,Java tea,,,
,ދައިދޮޅި,jaw,,,
,ހަސަދަވެރި,jealous,,,
,ޖީންސް,jeans,,,
,ބޯސްލެއްއުން,jeer,,,
,ހަލުއިދާ,jelly,,,
,ބަރި,jellyfish,,,
,މާވަރު,jellyfish,,,
,ކުއްލިޖެހުން,jerk,,,
,ފާލަން,jetty,,,
,ޔަހޫދީ,Jew,,,
,ޖަވާހިރު,jewel,,,
,ގަހަނާ,jewellery,,,
,ދަސްއޫރަ,jib boom,,,
,ތުންމަތި ރިޔާ,jib sail,,,
,ވަޒީފާ,job,,,
,ގުޅުވުން,join,,,
,ގުޅުން,join,,,
,ޖޯކު,joke,,,
,ސަމާސާ ވާހަކަ,joke,,,
,ސަމާސާކުރުން,joke,,,
,މަޖައްލާ,journal,,,
,ނޫސް ވެރިޔާ,journalist,,,
,މުރާސިލު,journalist,,,
,ދަތުރުކުރުން,journey,,,
,ދަތުރު,journey,,,
,އުފާ,joy,,,
,ނިޔާކުރުން,judge,,,
,ފަނޑިޔާރު,judge,,,
,ޖަގު,jug,,,
,ޖޫސް,juice,,,
,ދިޔަ (މޭވާގެ),juice,,,
,ހުއި,juice,,,
,ހުއި ގިނަ,juicy,,,
,ފުއްމުން,jump,,,
,ފުމުން,jump,,,
,ޖަންގަލި,jungle,,,
,ވާ (ބޯކޮށް ގަސް ހެދިފައި ހުންނަ ތަން),jungle,,,
,ކުދަ (ޅަ),junior,,,
,ޒުހުލު,Jupiter,,,
,ނިކަން,just,,,
,ހަމަ,just,,,
,ދެންމެ,just now,,,
,ހަމަ މިހާރު,just now,,,
,އޮޤާފް,justice,,,
,އިންސާފު,justice,,,
,އަދުލު,justice,,,
,ފަތް ކޮޕީ,kale,,,
,ފަޝަން,keel,,,
,ކަމަޅި,keel blocks,,,
,ތައު,keelson,,,
,ބެހެއްޓުން,keep,,,
,ބޭއްވުން,keep,,,
,ކަރާސީނު,kerosene,,,
,ސައިކުރާ (ކުރާ),kettle,,,
,ތަޅުދަނޑި,key,,,
,ތަޅުދަނޑި ފަތި,keys,,,
,ލަންސިމޫ,khus khus grass,,,
,ޖެހުން,kick,,,
,ޖަހާޖެހުން,kick,,,
,ގުރުދާ,kidney,,,
,މެރުން,kill,,,
,ހިއްހޭޔޮ,kind,,,
,އޮއަގާވެރި,kind,,,
,ވައްތަރު,kind,,,
,އަގަލު,kindness,,,
,ރަދުން,king,,,
,ރަސްގެފާނު,king,,,
,ރަސްކަން,kingdom,,,
,ރާބޮންދި,kingfisher,,,
,ތިމާގެ މީހާ,kinsman,,,
,ކޮޝިގަނޑު (ވަކި ކަމައް ޚާއްސަ ކުރެވިފައިވާ),kiosk,,,
,ބޮސްދިނުން,kiss,,,
,ބަދިގެ,kitchen,,,
,ގުޑި,kite,,,
,ޅަ ބުޅައަ,kitten,,,
,ކަކޫ,knee,,,
,ކަކޫޖެއްސުން,kneel,,,
,ވަޅި,knife,,,
,ފިޔޮހި,knife,,,
,ކޮލިލުން,knight,,,
,މަޖްލިސައް އަރާ ބޭކަލުން,knights with the rank of kaleyfaanu,,,
,ވިޔުން (ސާލު/އިސްޓައަކީނު ފަދަ ތަކެތި),knit,,,
